Gene	peak.time
Tb11.02.0070	Late G1
Tb11.02.0100	Late G1
Tb11.02.0190	Late G1
Tb11.02.0220	Late G1
Tb11.02.0280	Late G1
Tb11.02.0356	Late G1
Tb11.02.0430	Late G1
Tb11.02.0470	Late G1
Tb11.02.0480	Late G1
Tb11.02.0540	Late G1
Tb11.02.0660	Late G1
Tb11.02.0680	Late G1
Tb11.02.0750	Late G1
Tb11.02.0770	Late G1
Tb11.02.0790	Late G1
Tb11.02.0800	Late G1
Tb11.02.0815	Late G1
Tb11.02.0820	Late G1
Tb11.02.0830	Late G1
Tb11.02.0850	Late G1
Tb11.02.0910	Late G1
Tb11.02.1020	Late G1
Tb11.02.1070	Late G1
Tb11.02.1106	Late G1
Tb11.02.1210	Late G1
Tb11.02.1220	Late G1
Tb11.02.1290	Late G1
Tb11.02.1310	Late G1
Tb11.02.1340	Late G1
Tb11.02.1350	Late G1
Tb11.02.1430	Late G1
Tb11.02.1440	Late G1
Tb11.02.1450	Late G1
Tb11.02.1560	Late G1
Tb11.02.1640	Late G1
Tb11.02.1660	Late G1
Tb11.02.1690	Late G1
Tb11.02.1750	Late G1
Tb11.02.1890	Late G1
Tb11.02.1900	Late G1
Tb11.02.1920	Late G1
Tb11.02.1960	Late G1
Tb11.02.1980	Late G1
Tb11.02.2030	Late G1
Tb11.02.2040	Late G1
Tb11.02.2050	Late G1
Tb11.02.2090	Late G1
Tb11.02.2160	Late G1
Tb11.02.2190	Late G1
Tb11.02.2200	Late G1
Tb11.02.2300	Late G1
Tb11.02.2310	Late G1
Tb11.02.2350	Late G1
Tb11.02.2360	Late G1
Tb11.02.2370	Late G1
Tb11.02.2380	Late G1
Tb11.02.2390	Late G1
Tb11.02.2400	Late G1
Tb11.02.2410	Late G1
Tb11.02.2450	Late G1
Tb11.02.2470	Late G1
Tb11.02.2500	Late G1
Tb11.02.2600	Late G1
Tb11.02.2610	Late G1
Tb11.02.2650	Late G1
Tb11.02.2690	Late G1
Tb11.02.2760	Late G1
Tb11.02.2790	Late G1
Tb11.02.2800	Late G1
Tb11.02.2910	Late G1
Tb11.02.2970	Late G1
Tb11.02.3000	Late G1
Tb11.02.3010	Late G1
Tb11.02.3020	Late G1
Tb11.02.3040	Late G1
Tb11.02.3070	Late G1
Tb11.02.3080	Late G1
Tb11.02.3100	Late G1
Tb11.02.3130	Late G1
Tb11.02.3160	Late G1
Tb11.02.3200	Late G1
Tb11.02.3230	Late G1
Tb11.02.3270	Late G1
Tb11.02.3280	Late G1
Tb11.02.3310	Late G1
Tb11.02.3330	Late G1
Tb11.02.3350	Late G1
Tb11.02.3360	Late G1
Tb11.02.3380	Late G1
Tb11.02.3390	Late G1
Tb11.02.3430	Late G1
Tb11.02.3440	Late G1
Tb11.02.3460	Late G1
Tb11.02.3470	Late G1
Tb11.02.3500	Late G1
Tb11.02.3520	Late G1
Tb11.02.3530	Late G1
Tb11.02.3570	Late G1
Tb11.02.3590	Late G1
Tb11.02.3595	Late G1
Tb11.02.3610	Late G1
Tb11.02.3640	Late G1
Tb11.02.3670	Late G1
Tb11.02.3680	Late G1
Tb11.02.3710	Late G1
Tb11.02.3720	Late G1
Tb11.02.3770	Late G1
Tb11.02.3780	Late G1
Tb11.02.3790	Late G1
Tb11.02.3830	Late G1
Tb11.02.3890	Late G1
Tb11.02.3900	Late G1
Tb11.02.3910	Late G1
Tb11.02.3990	Late G1
Tb11.02.4130	Late G1
Tb11.02.4180	Late G1
Tb11.02.4190	Late G1
Tb11.02.4205	Late G1
Tb11.02.4250	Late G1
Tb11.02.4280	Late G1
Tb11.02.4310	Late G1
Tb11.02.4340	Late G1
Tb11.02.4370	Late G1
Tb11.02.4420	Late G1
Tb11.02.4485	Late G1
Tb11.02.4535	Late G1
Tb11.02.4550	Late G1
Tb11.02.4600	Late G1
Tb11.02.4630	Late G1
Tb11.02.4680	Late G1
Tb11.02.4690	Late G1
Tb11.02.4700	Late G1
Tb11.02.4740	Late G1
Tb11.02.4770	Late G1
Tb11.02.4800	Late G1
Tb11.02.4870	Late G1
Tb11.02.4890	Late G1
Tb11.02.4910	Late G1
Tb11.02.4940	Late G1
Tb11.02.4980	Late G1
Tb11.02.5060	Late G1
Tb11.02.5080	Late G1
Tb11.02.5100	Late G1
Tb11.02.5105	Late G1
Tb11.02.5120	Late G1
Tb11.02.5140	Late G1
Tb11.02.5170	Late G1
Tb11.02.5200	Late G1
Tb11.02.5220	Late G1
Tb11.02.5250	Late G1
Tb11.02.5260	Late G1
Tb11.02.5270	Late G1
Tb11.02.5400	Late G1
Tb11.02.5420	Late G1
Tb11.02.5430	Late G1
Tb11.02.5470	Late G1
Tb11.02.5590	Late G1
Tb11.02.5710	Late G1
Tb11.02.5720	Late G1
Tb11.02.5725	Late G1
Tb11.02.5730	Late G1
Tb11.02.5790	Late G1
Tb11.02.5810	Late G1
Tb11.02.5820	Late G1
Tb11.02.5830	Late G1
Tb11.03.0115	Late G1
Tb11.03.0170	Late G1
Tb11.03.0280	Late G1
Tb11.03.0310	Late G1
Tb11.03.0350	Late G1
Tb11.03.0400	Late G1
Tb11.03.0650	Late G1
Tb11.03.0660	Late G1
Tb11.03.0710	Late G1
Tb11.03.0720	Late G1
Tb11.03.0780	Late G1
Tb11.03.0800	Late G1
Tb11.03.0815	Late G1
Tb11.03.0850	Late G1
Tb11.03.0870	Late G1
Tb11.03.0880	Late G1
Tb11.03.0900	Late G1
Tb11.03.0950	Late G1
Tb11.03.0960	Late G1
Tb11.03.0965	Late G1
Tb11.03.0970	Late G1
Tb11.12.0006	Late G1
Tb11.12.0009	Late G1
Tb11.12.0011	Late G1
Tb11.12.0012	Late G1
Tb11.12.0013	Late G1
Tb11.12.0015	Late G1
Tb11.12.0016	Late G1
Tb11.12.0017	Late G1
Tb11.18.0004	Late G1
Tb11.18.0005	Late G1
Tb11.18.0006	Late G1
Tb11.18.0011	Late G1
Tb11.22.0003	Late G1
Tb11.22.0005	Late G1
Tb11.22.0007	Late G1
Tb11.22.0011	Late G1
Tb11.22.0012	Late G1
Tb11.27.0001	Late G1
Tb11.42.0002	Late G1
Tb11.42.0003	Late G1
Tb11.42.0004	Late G1
Tb11.46.0003	Late G1
Tb11.46.0008	Late G1
Tb11.46.0013	Late G1
Tb11.46.0014	Late G1
Tb11.47.0001	Late G1
Tb11.47.0002	Late G1
Tb11.47.0005	Late G1
Tb11.47.0010	Late G1
Tb11.47.0012	Late G1
Tb11.47.0015	Late G1
Tb11.47.0017	Late G1
Tb11.47.0020	Late G1
Tb11.47.0021	Late G1
Tb11.47.0025	Late G1
Tb11.47.0026	Late G1
Tb11.47.0027	Late G1
Tb11.47.0028	Late G1
Tb11.47.0031	Late G1
Tb11.47.0033	Late G1
Tb11.50.0001	Late G1
Tb11.50.0007	Late G1
Tb11.52.0005	Late G1
Tb11.52.0019	Late G1
Tb11.55.0006	Late G1
Tb11.55.0007	Late G1
Tb11.55.0010	Late G1
Tb11.55.0011	Late G1
Tb11.55.0016	Late G1
Tb11.55.0017	Late G1
Tb11.55.0023	Late G1
Tb11.55.0024	Late G1
Tb11.55.0025	Late G1
Tb11.57.0002	Late G1
Tb11.57.0005	Late G1
Tb11.v4.0004	Late G1
Tb927.1.1000	Late G1
Tb927.1.1020	Late G1
Tb927.1.1090	Late G1
Tb927.1.110	Late G1
Tb927.1.1120	Late G1
Tb927.1.1150	Late G1
Tb927.1.120	Late G1
Tb927.1.1250	Late G1
Tb927.1.1270	Late G1
Tb927.1.1330	Late G1
Tb927.1.1380	Late G1
Tb927.1.1390	Late G1
Tb927.1.1400	Late G1
Tb927.1.1560	Late G1
Tb927.1.1610	Late G1
Tb927.1.1630	Late G1
Tb927.1.1660	Late G1
Tb927.1.1790	Late G1
Tb927.1.1820	Late G1
Tb927.1.1920	Late G1
Tb927.1.1980	Late G1
Tb927.1.2130	Late G1
Tb927.1.2230	Late G1
Tb927.1.2290	Late G1
Tb927.1.2310	Late G1
Tb927.1.240	Late G1
Tb927.1.2730	Late G1
Tb927.1.2760	Late G1
Tb927.1.2985	Late G1
Tb927.1.3030	Late G1
Tb927.1.3110	Late G1
Tb927.1.3150	Late G1
Tb927.1.3160	Late G1
Tb927.1.3200	Late G1
Tb927.1.3560	Late G1
Tb927.1.410	Late G1
Tb927.1.4120	Late G1
Tb927.1.4140	Late G1
Tb927.1.420	Late G1
Tb927.1.4220	Late G1
Tb927.1.4230	Late G1
Tb927.1.430	Late G1
Tb927.1.4340	Late G1
Tb927.1.4480	Late G1
Tb927.1.4490	Late G1
Tb927.1.4500	Late G1
Tb927.1.4510	Late G1
Tb927.1.4690	Late G1
Tb927.1.4700	Late G1
Tb927.1.4740	Late G1
Tb927.1.480	Late G1
Tb927.1.4800	Late G1
Tb927.1.4830	Late G1
Tb927.1.590	Late G1
Tb927.1.620	Late G1
Tb927.1.630	Late G1
Tb927.1.750	Late G1
Tb927.1.850	Late G1
Tb927.1.90	Late G1
Tb927.2.100	Late G1
Tb927.2.1050	Late G1
Tb927.2.1100	Late G1
Tb927.2.1120	Late G1
Tb927.2.1140	Late G1
Tb927.2.1170	Late G1
Tb927.2.1180	Late G1
Tb927.2.1210	Late G1
Tb927.2.1330	Late G1
Tb927.2.1560	Late G1
Tb927.2.170	Late G1
Tb927.2.1700	Late G1
Tb927.2.1740	Late G1
Tb927.2.2120	Late G1
Tb927.2.2130	Late G1
Tb927.2.2200	Late G1
Tb927.2.2380	Late G1
Tb927.2.2440	Late G1
Tb927.2.2460	Late G1
Tb927.2.2490	Late G1
Tb927.2.2510	Late G1
Tb927.2.2860	Late G1
Tb927.2.2900	Late G1
Tb927.2.2920	Late G1
Tb927.2.2940	Late G1
Tb927.2.300	Late G1
Tb927.2.3030	Late G1
Tb927.2.3370	Late G1
Tb927.2.3390	Late G1
Tb927.2.340	Late G1
Tb927.2.3400	Late G1
Tb927.2.3440	Late G1
Tb927.2.3480	Late G1
Tb927.2.3580	Late G1
Tb927.2.3610	Late G1
Tb927.2.370	Late G1
Tb927.2.3750	Late G1
Tb927.2.3960	Late G1
Tb927.2.3970	Late G1
Tb927.2.3990	Late G1
Tb927.2.4020	Late G1
Tb927.2.4110	Late G1
Tb927.2.4160	Late G1
Tb927.2.420	Late G1
Tb927.2.4230	Late G1
Tb927.2.4370	Late G1
Tb927.2.4380	Late G1
Tb927.2.4390	Late G1
Tb927.2.4410	Late G1
Tb927.2.4440	Late G1
Tb927.2.4445	Late G1
Tb927.2.4470	Late G1
Tb927.2.450	Late G1
Tb927.2.4510	Late G1
Tb927.2.4540	Late G1
Tb927.2.460	Late G1
Tb927.2.470	Late G1
Tb927.2.4740	Late G1
Tb927.2.480	Late G1
Tb927.2.4840	Late G1
Tb927.2.4870	Late G1
Tb927.2.5000	Late G1
Tb927.2.5010	Late G1
Tb927.2.5050	Late G1
Tb927.2.5060	Late G1
Tb927.2.510	Late G1
Tb927.2.5120	Late G1
Tb927.2.5130	Late G1
Tb927.2.5150	Late G1
Tb927.2.5160	Late G1
Tb927.2.5220	Late G1
Tb927.2.5280	Late G1
Tb927.2.540	Late G1
Tb927.2.560	Late G1
Tb927.2.5750	Late G1
Tb927.2.5910	Late G1
Tb927.2.5970	Late G1
Tb927.2.6080	Late G1
Tb927.2.6090	Late G1
Tb927.2.6100	Late G1
Tb927.2.820	Late G1
Tb927.2.830	Late G1
Tb927.2.900	Late G1
Tb927.3.1080	Late G1
Tb927.3.1110	Late G1
Tb927.3.1130	Late G1
Tb927.3.1240	Late G1
Tb927.3.1250	Late G1
Tb927.3.1400	Late G1
Tb927.3.1410	Late G1
Tb927.3.1420	Late G1
Tb927.3.1530	Late G1
Tb927.3.1560	Late G1
Tb927.3.1570	Late G1
Tb927.3.1590	Late G1
Tb927.3.1600	Late G1
Tb927.3.1680	Late G1
Tb927.3.1690	Late G1
Tb927.3.1700	Late G1
Tb927.3.1710	Late G1
Tb927.3.1720	Late G1
Tb927.3.1780	Late G1
Tb927.3.1810	Late G1
Tb927.3.1830	Late G1
Tb927.3.1860	Late G1
Tb927.3.1880	Late G1
Tb927.3.1970	Late G1
Tb927.3.1980	Late G1
Tb927.3.2120	Late G1
Tb927.3.2160	Late G1
Tb927.3.2190	Late G1
Tb927.3.2210	Late G1
Tb927.3.2230	Late G1
Tb927.3.2250	Late G1
Tb927.3.2260	Late G1
Tb927.3.2270	Late G1
Tb927.3.2280	Late G1
Tb927.3.2330	Late G1
Tb927.3.2350	Late G1
Tb927.3.2370	Late G1
Tb927.3.2400	Late G1
Tb927.3.2430	Late G1
Tb927.3.2460	Late G1
Tb927.3.2470	Late G1
Tb927.3.2480	Late G1
Tb927.3.2490	Late G1
Tb927.3.2610	Late G1
Tb927.3.2630	Late G1
Tb927.3.2650	Late G1
Tb927.3.2680	Late G1
Tb927.3.2730	Late G1
Tb927.3.2760	Late G1
Tb927.3.2790	Late G1
Tb927.3.2800	Late G1
Tb927.3.2850	Late G1
Tb927.3.2860	Late G1
Tb927.3.2880	Late G1
Tb927.3.2900	Late G1
Tb927.3.2910	Late G1
Tb927.3.3080	Late G1
Tb927.3.3090	Late G1
Tb927.3.3100	Late G1
Tb927.3.3140	Late G1
Tb927.3.3190	Late G1
Tb927.3.3330	Late G1
Tb927.3.3410	Late G1
Tb927.3.3440	Late G1
Tb927.3.3450	Late G1
Tb927.3.3530	Late G1
Tb927.3.3730	Late G1
Tb927.3.3760	Late G1
Tb927.3.3820	Late G1
Tb927.3.3830	Late G1
Tb927.3.4000	Late G1
Tb927.3.4040	Late G1
Tb927.3.4250	Late G1
Tb927.3.4340	Late G1
Tb927.3.4370	Late G1
Tb927.3.4420	Late G1
Tb927.3.4430	Late G1
Tb927.3.4440	Late G1
Tb927.3.4450	Late G1
Tb927.3.4480	Late G1
Tb927.3.4490	Late G1
Tb927.3.4560	Late G1
Tb927.3.4590	Late G1
Tb927.3.4650	Late G1
Tb927.3.4710	Late G1
Tb927.3.4800	Late G1
Tb927.3.4820	Late G1
Tb927.3.4850	Late G1
Tb927.3.4870	Late G1
Tb927.3.4880	Late G1
Tb927.3.4900	Late G1
Tb927.3.4910	Late G1
Tb927.3.4920	Late G1
Tb927.3.4960	Late G1
Tb927.3.5080	Late G1
Tb927.3.5110	Late G1
Tb927.3.5130	Late G1
Tb927.3.5160	Late G1
Tb927.3.5180	Late G1
Tb927.3.5200	Late G1
Tb927.3.5220	Late G1
Tb927.3.5260	Late G1
Tb927.3.5270	Late G1
Tb927.3.5290	Late G1
Tb927.3.5380	Late G1
Tb927.3.5390	Late G1
Tb927.3.5420	Late G1
Tb927.3.5430	Late G1
Tb927.3.5460	Late G1
Tb927.3.5480	Late G1
Tb927.3.5490	Late G1
Tb927.3.5500	Late G1
Tb927.3.5530	Late G1
Tb927.3.5540	Late G1
Tb927.3.5550	Late G1
Tb927.3.5570	Late G1
Tb927.3.5580	Late G1
Tb927.3.5600	Late G1
Tb927.3.5620	Late G1
Tb927.3.5640	Late G1
Tb927.3.5790	Late G1
Tb927.3.610	Late G1
Tb927.3.620	Late G1
Tb927.3.670	Late G1
Tb927.3.690	Late G1
Tb927.3.700	Late G1
Tb927.3.710	Late G1
Tb927.3.720	Late G1
Tb927.3.730	Late G1
Tb927.3.780	Late G1
Tb927.3.810	Late G1
Tb927.3.830	Late G1
Tb927.3.840	Late G1
Tb927.3.850	Late G1
Tb927.3.860	Late G1
Tb927.3.870	Late G1
Tb927.3.890	Late G1
Tb927.3.910	Late G1
Tb927.3.920	Late G1
Tb927.3.940	Late G1
Tb927.3.950	Late G1
Tb927.3.960	Late G1
Tb927.3.990	Late G1
Tb927.4.1010	Late G1
Tb927.4.1020	Late G1
Tb927.4.110	Late G1
Tb927.4.1120	Late G1
Tb927.4.1140	Late G1
Tb927.4.1270	Late G1
Tb927.4.1320	Late G1
Tb927.4.1330	Late G1
Tb927.4.1350	Late G1
Tb927.4.1370	Late G1
Tb927.4.1400	Late G1
Tb927.4.1450	Late G1
Tb927.4.1470	Late G1
Tb927.4.1520	Late G1
Tb927.4.1590	Late G1
Tb927.4.1610	Late G1
Tb927.4.1660	Late G1
Tb927.4.1690	Late G1
Tb927.4.1710	Late G1
Tb927.4.1760	Late G1
Tb927.4.1830	Late G1
Tb927.4.1840	Late G1
Tb927.4.1870	Late G1
Tb927.4.1920	Late G1
Tb927.4.1970	Late G1
Tb927.4.200	Late G1
Tb927.4.2260	Late G1
Tb927.4.2270	Late G1
Tb927.4.2290	Late G1
Tb927.4.230	Late G1
Tb927.4.2320	Late G1
Tb927.4.2340	Late G1
Tb927.4.2400	Late G1
Tb927.4.2420	Late G1
Tb927.4.2450	Late G1
Tb927.4.2460	Late G1
Tb927.4.2490	Late G1
Tb927.4.2530	Late G1
Tb927.4.2540	Late G1
Tb927.4.2550	Late G1
Tb927.4.2580	Late G1
Tb927.4.2650	Late G1
Tb927.4.2670	Late G1
Tb927.4.2730	Late G1
Tb927.4.2770	Late G1
Tb927.4.2800	Late G1
Tb927.4.2810	Late G1
Tb927.4.2860	Late G1
Tb927.4.2970	Late G1
Tb927.4.3010	Late G1
Tb927.4.3030	Late G1
Tb927.4.3040	Late G1
Tb927.4.3070	Late G1
Tb927.4.3120	Late G1
Tb927.4.3130	Late G1
Tb927.4.3150	Late G1
Tb927.4.3170	Late G1
Tb927.4.3180	Late G1
Tb927.4.3190	Late G1
Tb927.4.320	Late G1
Tb927.4.3310	Late G1
Tb927.4.3320	Late G1
Tb927.4.3330	Late G1
Tb927.4.3400	Late G1
Tb927.4.350	Late G1
Tb927.4.3500	Late G1
Tb927.4.3520	Late G1
Tb927.4.370	Late G1
Tb927.4.3710	Late G1
Tb927.4.3750	Late G1
Tb927.4.3780	Late G1
Tb927.4.3790	Late G1
Tb927.4.3800	Late G1
Tb927.4.3820	Late G1
Tb927.4.3860	Late G1
Tb927.4.3880	Late G1
Tb927.4.3910	Late G1
Tb927.4.3920	Late G1
Tb927.4.3930	Late G1
Tb927.4.3960	Late G1
Tb927.4.3980	Late G1
Tb927.4.4020	Late G1
Tb927.4.4070	Late G1
Tb927.4.4080	Late G1
Tb927.4.410	Late G1
Tb927.4.4180	Late G1
Tb927.4.4220	Late G1
Tb927.4.4230	Late G1
Tb927.4.430	Late G1
Tb927.4.4300	Late G1
Tb927.4.4310	Late G1
Tb927.4.4320	Late G1
Tb927.4.4340	Late G1
Tb927.4.4380	Late G1
Tb927.4.4390	Late G1
Tb927.4.4590	Late G1
Tb927.4.4620	Late G1
Tb927.4.4640	Late G1
Tb927.4.4730	Late G1
Tb927.4.4770	Late G1
Tb927.4.4790	Late G1
Tb927.4.4870	Late G1
Tb927.4.490	Late G1
Tb927.4.4990	Late G1
Tb927.4.500	Late G1
Tb927.4.5000	Late G1
Tb927.4.5010	Late G1
Tb927.4.5070	Late G1
Tb927.4.5080	Late G1
Tb927.4.5120	Late G1
Tb927.4.5190	Late G1
Tb927.4.520	Late G1
Tb927.4.5210	Late G1
Tb927.4.5240	Late G1
Tb927.4.5250	Late G1
Tb927.4.530	Late G1
Tb927.4.5320	Late G1
Tb927.4.5340	Late G1
Tb927.4.540	Late G1
Tb927.4.550	Late G1
Tb927.4.570	Late G1
Tb927.4.580	Late G1
Tb927.4.600	Late G1
Tb927.4.650	Late G1
Tb927.4.680	Late G1
Tb927.4.720	Late G1
Tb927.4.740	Late G1
Tb927.4.750	Late G1
Tb927.4.760	Late G1
Tb927.4.860	Late G1
Tb927.5.1000	Late G1
Tb927.5.1170	Late G1
Tb927.5.1180	Late G1
Tb927.5.1270	Late G1
Tb927.5.1280	Late G1
Tb927.5.1470	Late G1
Tb927.5.1490	Late G1
Tb927.5.1540	Late G1
Tb927.5.1550	Late G1
Tb927.5.1590	Late G1
Tb927.5.1600	Late G1
Tb927.5.1630	Late G1
Tb927.5.1760	Late G1
Tb927.5.1840	Late G1
Tb927.5.1850	Late G1
Tb927.5.1860	Late G1
Tb927.5.1920	Late G1
Tb927.5.1960	Late G1
Tb927.5.2030	Late G1
Tb927.5.2040	Late G1
Tb927.5.2320	Late G1
Tb927.5.2350	Late G1
Tb927.5.2380	Late G1
Tb927.5.2390	Late G1
Tb927.5.2400	Late G1
Tb927.5.2420	Late G1
Tb927.5.2430	Late G1
Tb927.5.2450	Late G1
Tb927.5.2460	Late G1
Tb927.5.2500	Late G1
Tb927.5.2540	Late G1
Tb927.5.2550	Late G1
Tb927.5.2560	Late G1
Tb927.5.2570	Late G1
Tb927.5.2630	Late G1
Tb927.5.2640	Late G1
Tb927.5.2690	Late G1
Tb927.5.2730	Late G1
Tb927.5.2750	Late G1
Tb927.5.2760	Late G1
Tb927.5.2780	Late G1
Tb927.5.2790	Late G1
Tb927.5.2830	Late G1
Tb927.5.2860	Late G1
Tb927.5.2920	Late G1
Tb927.5.2970	Late G1
Tb927.5.3010	Late G1
Tb927.5.3020	Late G1
Tb927.5.3080	Late G1
Tb927.5.3090	Late G1
Tb927.5.310	Late G1
Tb927.5.3100	Late G1
Tb927.5.3170	Late G1
Tb927.5.3180	Late G1
Tb927.5.3200	Late G1
Tb927.5.3210	Late G1
Tb927.5.3220	Late G1
Tb927.5.3240	Late G1
Tb927.5.3260	Late G1
Tb927.5.3270	Late G1
Tb927.5.3300	Late G1
Tb927.5.3310	Late G1
Tb927.5.3370	Late G1
Tb927.5.340	Late G1
Tb927.5.3460	Late G1
Tb927.5.3490	Late G1
Tb927.5.3510	Late G1
Tb927.5.3550	Late G1
Tb927.5.3560	Late G1
Tb927.5.3590	Late G1
Tb927.5.360	Late G1
Tb927.5.3640	Late G1
Tb927.5.370	Late G1
Tb927.5.3730	Late G1
Tb927.5.3740	Late G1
Tb927.5.3750	Late G1
Tb927.5.3780	Late G1
Tb927.5.3810	Late G1
Tb927.5.3830	Late G1
Tb927.5.3850	Late G1
Tb927.5.3860	Late G1
Tb927.5.3910	Late G1
Tb927.5.3930	Late G1
Tb927.5.3960	Late G1
Tb927.5.3980	Late G1
Tb927.5.4020	Late G1
Tb927.5.4140	Late G1
Tb927.5.4160	Late G1
Tb927.5.420	Late G1
Tb927.5.4340	Late G1
Tb927.5.4470	Late G1
Tb927.5.4500	Late G1
Tb927.5.4530	Late G1
Tb927.5.4570	Late G1
Tb927.5.4580	Late G1
Tb927.5.570	Late G1
Tb927.5.590	Late G1
Tb927.5.600	Late G1
Tb927.5.620	Late G1
Tb927.5.640	Late G1
Tb927.5.650	Late G1
Tb927.5.750	Late G1
Tb927.5.830	Late G1
Tb927.5.860	Late G1
Tb927.5.890	Late G1
Tb927.5.950	Late G1
Tb927.5.960	Late G1
Tb927.5.980	Late G1
Tb927.6.1090	Late G1
Tb927.6.1110	Late G1
Tb927.6.1140	Late G1
Tb927.6.1180	Late G1
Tb927.6.1190	Late G1
Tb927.6.1200	Late G1
Tb927.6.1220	Late G1
Tb927.6.1230	Late G1
Tb927.6.1240	Late G1
Tb927.6.1270	Late G1
Tb927.6.1280	Late G1
Tb927.6.1290	Late G1
Tb927.6.130	Late G1
Tb927.6.1410	Late G1
Tb927.6.1420	Late G1
Tb927.6.1430	Late G1
Tb927.6.1460	Late G1
Tb927.6.1500	Late G1
Tb927.6.1510	Late G1
Tb927.6.1530	Late G1
Tb927.6.1580	Late G1
Tb927.6.160	Late G1
Tb927.6.1630	Late G1
Tb927.6.1640	Late G1
Tb927.6.1650	Late G1
Tb927.6.1690	Late G1
Tb927.6.1710	Late G1
Tb927.6.1740	Late G1
Tb927.6.1750	Late G1
Tb927.6.1760	Late G1
Tb927.6.1770	Late G1
Tb927.6.1810	Late G1
Tb927.6.1850	Late G1
Tb927.6.1910	Late G1
Tb927.6.1960	Late G1
Tb927.6.1980	Late G1
Tb927.6.1990	Late G1
Tb927.6.2020	Late G1
Tb927.6.2080	Late G1
Tb927.6.2090	Late G1
Tb927.6.2140	Late G1
Tb927.6.2170	Late G1
Tb927.6.2220	Late G1
Tb927.6.2240	Late G1
Tb927.6.2260	Late G1
Tb927.6.2390	Late G1
Tb927.6.2440	Late G1
Tb927.6.2450	Late G1
Tb927.6.2520	Late G1
Tb927.6.2560	Late G1
Tb927.6.2590	Late G1
Tb927.6.2600	Late G1
Tb927.6.2610	Late G1
Tb927.6.2620	Late G1
Tb927.6.2640	Late G1
Tb927.6.2690	Late G1
Tb927.6.2700	Late G1
Tb927.6.2710	Late G1
Tb927.6.2720	Late G1
Tb927.6.2760	Late G1
Tb927.6.2830	Late G1
Tb927.6.2840	Late G1
Tb927.6.2890	Late G1
Tb927.6.2900	Late G1
Tb927.6.2930	Late G1
Tb927.6.2950	Late G1
Tb927.6.2980	Late G1
Tb927.6.3000	Late G1
Tb927.6.3010	Late G1
Tb927.6.3030	Late G1
Tb927.6.3040	Late G1
Tb927.6.3050	Late G1
Tb927.6.3080	Late G1
Tb927.6.3090	Late G1
Tb927.6.3100	Late G1
Tb927.6.3110	Late G1
Tb927.6.3130	Late G1
Tb927.6.3160	Late G1
Tb927.6.3170	Late G1
Tb927.6.3220	Late G1
Tb927.6.3240	Late G1
Tb927.6.3270	Late G1
Tb927.6.3290	Late G1
Tb927.6.3300	Late G1
Tb927.6.3330	Late G1
Tb927.6.3430	Late G1
Tb927.6.3440	Late G1
Tb927.6.3450	Late G1
Tb927.6.3460	Late G1
Tb927.6.3500	Late G1
Tb927.6.3520	Late G1
Tb927.6.3530	Late G1
Tb927.6.3560	Late G1
Tb927.6.3580	Late G1
Tb927.6.3620	Late G1
Tb927.6.3630	Late G1
Tb927.6.3640	Late G1
Tb927.6.3650	Late G1
Tb927.6.3680	Late G1
Tb927.6.3690	Late G1
Tb927.6.3770	Late G1
Tb927.6.3830	Late G1
Tb927.6.3840	Late G1
Tb927.6.3860	Late G1
Tb927.6.3880	Late G1
Tb927.6.3890	Late G1
Tb927.6.3960	Late G1
Tb927.6.400	Late G1
Tb927.6.4000	Late G1
Tb927.6.4010	Late G1
Tb927.6.4020	Late G1
Tb927.6.4070	Late G1
Tb927.6.4100	Late G1
Tb927.6.4120	Late G1
Tb927.6.4140	Late G1
Tb927.6.4150	Late G1
Tb927.6.4240	Late G1
Tb927.6.4250	Late G1
Tb927.6.4260	Late G1
Tb927.6.4270	Late G1
Tb927.6.4310	Late G1
Tb927.6.4330	Late G1
Tb927.6.4340	Late G1
Tb927.6.4360	Late G1
Tb927.6.4490	Late G1
Tb927.6.4510	Late G1
Tb927.6.4530	Late G1
Tb927.6.4550	Late G1
Tb927.6.4570	Late G1
Tb927.6.4580	Late G1
Tb927.6.4590	Late G1
Tb927.6.4600	Late G1
Tb927.6.4670	Late G1
Tb927.6.4680	Late G1
Tb927.6.4700	Late G1
Tb927.6.4730	Late G1
Tb927.6.4770	Late G1
Tb927.6.4780	Late G1
Tb927.6.4800	Late G1
Tb927.6.4940	Late G1
Tb927.6.4950	Late G1
Tb927.6.4970	Late G1
Tb927.6.5000	Late G1
Tb927.6.5050	Late G1
Tb927.6.5060	Late G1
Tb927.6.5080	Late G1
Tb927.6.5090	Late G1
Tb927.6.5110	Late G1
Tb927.6.5180	Late G1
Tb927.6.5190	Late G1
Tb927.6.560	Late G1
Tb927.6.590	Late G1
Tb927.6.730	Late G1
Tb927.6.740	Late G1
Tb927.6.750	Late G1
Tb927.6.830	Late G1
Tb927.6.860	Late G1
Tb927.6.900	Late G1
Tb927.6.910	Late G1
Tb927.6.930	Late G1
Tb927.6.950	Late G1
Tb927.7.1010	Late G1
Tb927.7.1060	Late G1
Tb927.7.1110	Late G1
Tb927.7.1250	Late G1
Tb927.7.1260	Late G1
Tb927.7.1280	Late G1
Tb927.7.1290	Late G1
Tb927.7.1320	Late G1
Tb927.7.1330	Late G1
Tb927.7.1370	Late G1
Tb927.7.1380	Late G1
Tb927.7.1410	Late G1
Tb927.7.1540	Late G1
